LearningRate,DiscountFactor,ExplorationRate,DecayFactor,DecayThreshold,AverageReward
1.0,0.9,0.25,0.95,2000,8.07
1.0,0.9,0.25,0.95,3000,8.35
1.0,0.9,0.25,0.999,500,7.84
1.0,0.9,0.25,0.999,1000,7.54
1.0,0.9,0.25,0.999,2000,7.72
1.0,0.9,0.25,0.999,3000,8.23
1.0,0.99,1.0,0.5,500,7.67
1.0,0.99,1.0,0.5,1000,7.8
1.0,0.99,1.0,0.5,2000,8.06
1.0,0.99,1.0,0.5,3000,8.01
1.0,0.99,1.0,0.9,500,7.71
1.0,0.99,1.0,0.9,1000,8.14
1.0,0.99,1.0,0.9,2000,8.09
1.0,0.99,1.0,0.9,3000,7.85
1.0,0.99,1.0,0.95,500,7.9
1.0,0.99,1.0,0.95,1000,7.91
1.0,0.99,1.0,0.95,2000,8.34
1.0,0.99,1.0,0.95,3000,7.58
1.0,0.99,1.0,0.999,500,7.6
1.0,0.99,1.0,0.999,1000,7.72
1.0,0.99,1.0,0.999,2000,8.0
1.0,0.99,1.0,0.999,3000,8.5
1.0,0.99,0.75,0.5,500,7.81
1.0,0.99,0.75,0.5,1000,8.79
1.0,0.99,0.75,0.5,2000,8.04
1.0,0.99,0.75,0.5,3000,8.12
1.0,0.99,0.75,0.9,500,8.07
1.0,0.99,0.75,0.9,1000,7.72
1.0,0.99,0.75,0.9,2000,8.15
1.0,0.99,0.75,0.9,3000,7.98
1.0,0.99,0.75,0.95,500,8.1
1.0,0.99,0.75,0.95,1000,8.35
1.0,0.99,0.75,0.95,2000,7.97
1.0,0.99,0.75,0.95,3000,7.98
1.0,0.99,0.75,0.999,500,7.65
1.0,0.99,0.75,0.999,1000,8.02
1.0,0.99,0.75,0.999,2000,7.64
1.0,0.99,0.75,0.999,3000,8.07
1.0,0.99,0.5,0.5,500,7.86
1.0,0.99,0.5,0.5,1000,8.14
1.0,0.99,0.5,0.5,2000,7.95
1.0,0.99,0.5,0.5,3000,7.89
1.0,0.99,0.5,0.9,500,7.46
1.0,0.99,0.5,0.9,1000,8.14
1.0,0.99,0.5,0.9,2000,7.77
1.0,0.99,0.5,0.9,3000,7.72
1.0,0.99,0.5,0.95,500,7.69
1.0,0.99,0.5,0.95,1000,7.99
1.0,0.99,0.5,0.95,2000,8.01
1.0,0.99,0.5,0.95,3000,7.86
1.0,0.99,0.5,0.999,500,7.7
1.0,0.99,0.5,0.999,1000,8.06
1.0,0.99,0.5,0.999,2000,7.86
1.0,0.99,0.5,0.999,3000,8.13
1.0,0.99,0.25,0.5,500,7.75
1.0,0.99,0.25,0.5,1000,7.6
1.0,0.99,0.25,0.5,2000,8.05
1.0,0.99,0.25,0.5,3000,8.4
1.0,0.99,0.25,0.9,500,7.54
1.0,0.99,0.25,0.9,1000,7.62
1.0,0.99,0.25,0.9,2000,7.48
1.0,0.99,0.25,0.9,3000,8.27
1.0,0.99,0.25,0.95,500,7.87
1.0,0.99,0.25,0.95,1000,7.57
1.0,0.99,0.25,0.95,2000,7.96
1.0,0.99,0.25,0.95,3000,7.47
1.0,0.99,0.25,0.999,500,8.22
1.0,0.99,0.25,0.999,1000,7.57
1.0,0.99,0.25,0.999,2000,8.15
1.0,0.99,0.25,0.999,3000,7.92
